"Projections","Avg Test AUC","Highest Present Suitability","Percent Suitable Area"
"Historic",0.8744,0.932061016559601,0.131437045025613
"Historic 1921_1950",0.867,0.929116010665894,0.1286060932866
"Historic 1951_1980",0.8658,0.937888979911804,0.130358587220275
